id,meaning_id,example
13238,57746,"Она работала в средней школе, учительницей работала, и дети в ту школу ходили."
13239,57746,"Она работала в средней школе, учительницей работала, и дети в ту школу ходили."
13240,57746,"– А где школа была, далеко ли?"
13241,72817,"– Ну, а в Архангельской области в какой деревне жили, помнишь ли?"
13242,72817,"Сначала нас привезли в деревню Проккойлу, в Проккойле нас встречали."
13243,72817,"Потом нас отвезли в другую деревню, в Прежниху, отвезли через реку в другую деревню."
13244,72817,"Потом нас отвезли в другую деревню, в Прежниху, отвезли через реку в другую деревню."
13245,72817,"Недалеко, в [другой] деревне на острове была."
13246,73037,"Потом нас отвезли в другую деревню, в Прежниху, отвезли через реку в другую деревню."
13247,73755,"Сначала нас привезли в деревню Проккойлу, в Проккойле нас встречали."
13248,73755,"Потом отвезли в Макаровский сельсовет, затем отвезли туда в Кукшиниху (Кувшиниху), мы там и жили в Кувшинихе."
13249,73755,"Потом отвезли в Макаровский сельсовет, затем отвезли туда в Кукшиниху (Кувшиниху), мы там и жили в Кувшинихе."
13250,73755,"Потом отвезли в Макаровский сельсовет, затем отвезли туда в Кукшиниху (Кувшиниху), мы там и жили в Кувшинихе."
13251,73755,"Потом нас отвезли в другую деревню, в Прежниху, отвезли через реку в другую деревню."
13252,73755,"Потом нас отвезли в другую деревню, в Прежниху, отвезли через реку в другую деревню."
13253,78548,Помню.
13254,78548,"Я не помню, как деревня та называлась, Прежнево или как, подальше от Кувшинихи находилась."
13255,89763,"Она работала в средней школе, учительницей работала, и дети в ту школу ходили."
13256,89777,"– Ну, а в Архангельской области в какой деревне жили, помнишь ли?"
13257,89873,"Она работала в средней школе, учительницей работала, и дети в ту школу ходили."
13258,89926,"В Кувшинихе работы подходящей не было, мой муж сходил в Няндому, потом он согласился работать в сельсовете, то есть в колхозе счетоводом."
13259,89987,"Недалеко, в [другой] деревне на острове была."
13260,90974,"Потом нас отвезли в другую деревню, в Прежниху, отвезли через реку в другую деревню."
13261,3488,"– «Ой, засиделась, соломенские хлеб пекли там, смотрела, не дадут ли хлеба мне кусочка»."
13262,3492,"Однажды у нас дочь Валя потерялась, а отец был в поле на копке картофеля."
13263,3554,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13264,3555,"Мы давай искать, уже сходили в Шолгу, в темноте, в сентябре: «Ой, не приходила к вам девочка?»."
13265,3555,"Мы со старшей дочкой Аней пошли искать, а мы уже не знаем, куда надо идти."
13266,3557,"Продадут литр – ребенку хватает на два дня."
13267,13611,"Однажды у нас дочь Валя потерялась, а отец был в поле на копке картофеля."
13268,13618,"Она сидит да сидит и молока не спрашивает, а десять часов вечера, сентябрь, темно."
13269,14881,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13270,14892,"В одном доме, там жили только пожилые муж да жена, они продавали молоко."
13271,14936,"Ребенку нужно молоко."
13272,14936,"А там был председатель, мы и сказали председателю, что для ребенка нам нужно молоко."
13273,14936,"Продадут литр – ребенку хватает на два дня."
13274,14936,"Когда кончится, опять мы сходим, по грязи бредем за молоком для ребенка."
13275,16148,"Два-три километра ходили мы по берегу реки в деревню, которую называли Шолга."
13276,16155,"Вот как жить приходилось."
13277,16157,"Они молоко продавали, не помню, сколько за литр брали."
13278,16161,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13279,16161,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13280,23946,"В одном доме, там жили только пожилые муж да жена, они продавали молоко."
13281,24935,"Там еще были эвакуированные, соломенские, она сидит у них, там хлеб пекут, она только сидит: не дадут ли хлеба кусочка."
13282,24935,"– «Ой, засиделась, соломенские хлеб пекли там, смотрела, не дадут ли хлеба мне кусочка»."
13283,33368,"Мы уже ищем, по берегам реки да озера; не упала ли девочка в воду."
13284,33459,"Когда кончится, опять мы сходим, по грязи бредем за молоком для ребенка."
13285,33459,"Слышим, шлепает кто-то по проселку в темноте, идет по грязи, а мы кричим: «Валя, ты ли это?»."
13286,33485,"Мы со старшей дочкой Аней пошли искать, а мы уже не знаем, куда надо идти."
13287,34410,"Отец уже вернулся, спрашивает: «Вы куда девочку дели?"
13288,34843,"В одном доме, там жили только пожилые муж да жена, они продавали молоко."
13289,34855,"Вот как жить приходилось."
13290,34910,"Однажды у нас дочь Валя потерялась, а отец был в поле на копке картофеля."
13291,35736,"Ребенку нужно молоко."
13292,35736,"Пока муж не работал счетоводом, так сразу по приезде где достанешь: не продавали никакого молока, даже козьего."
13293,35736,"А там был председатель, мы и сказали председателю, что для ребенка нам нужно молоко."
13294,35736,"Они молоко продавали, не помню, сколько за литр брали."
13295,35736,"Когда кончится, опять мы сходим, по грязи бредем за молоком для ребенка."
13296,35736,"Девочку послали за молоком в Поздниху, так деревня называлась – Поздниха."
13297,35736,"Девочку послали за молоком в Поздниху, так деревня называлась – Поздниха."
13298,35736,"А мы ищем – молока нет."
13299,35736,"Она сидит да сидит и молока не спрашивает, а десять часов вечера, сентябрь, темно."
13300,42162,"Мы давай искать, уже сходили в Шолгу, в темноте, в сентябре: «Ой, не приходила к вам девочка?»."
13301,42162,"Она сидит да сидит и молока не спрашивает, а десять часов вечера, сентябрь, темно."
13302,42162,"Слышим, шлепает кто-то по проселку в темноте, идет по грязи, а мы кричим: «Валя, ты ли это?»."
13303,45775,"Если что с девочкой случилось, тогда туда следом сами все уйдете»."
13304,47209,"А мы ищем – молока нет."
13305,47209,"Мы давай искать, уже сходили в Шолгу, в темноте, в сентябре: «Ой, не приходила к вам девочка?»."
13306,47209,"Мы уже ищем, по берегам реки да озера; не упала ли девочка в воду."
13307,47209,"Мы со старшей дочкой Аней пошли искать, а мы уже не знаем, куда надо идти."
13308,47744,"Девочка пошла туда, и только сидит да сидит, сидит да сидит там."
13309,47744,"Девочка пошла туда, и только сидит да сидит, сидит да сидит там."
13310,47744,"Девочка пошла туда, и только сидит да сидит, сидит да сидит там."
13311,47744,"Девочка пошла туда, и только сидит да сидит, сидит да сидит там."
13312,47744,"Там еще были эвакуированные, соломенские, она сидит у них, там хлеб пекут, она только сидит: не дадут ли хлеба кусочка."
13313,47744,"Там еще были эвакуированные, соломенские, она сидит у них, там хлеб пекут, она только сидит: не дадут ли хлеба кусочка."
13314,47744,"Она сидит да сидит и молока не спрашивает, а десять часов вечера, сентябрь, темно."
13315,47744,"Она сидит да сидит и молока не спрашивает, а десять часов вечера, сентябрь, темно."
13316,47744,"– «Ой, засиделась, соломенские хлеб пекли там, смотрела, не дадут ли хлеба мне кусочка»."
13317,48480,"Он велел сходить в Шолгу."
13318,51739,"Если что с девочкой случилось, тогда туда следом сами все уйдете»."
13319,52100,"Однажды у нас дочь Валя потерялась, а отец был в поле на копке картофеля."
13320,53711,"Там еще были эвакуированные, соломенские, она сидит у них, там хлеб пекут, она только сидит: не дадут ли хлеба кусочка."
13321,53711,"Там еще были эвакуированные, соломенские, она сидит у них, там хлеб пекут, она только сидит: не дадут ли хлеба кусочка."
13322,53711,"– «Ой, засиделась, соломенские хлеб пекли там, смотрела, не дадут ли хлеба мне кусочка»."
13323,53711,"– «Ой, засиделась, соломенские хлеб пекли там, смотрела, не дадут ли хлеба мне кусочка»."
13324,54796,"Там еще были эвакуированные, соломенские, она сидит у них, там хлеб пекут, она только сидит: не дадут ли хлеба кусочка."
13325,54796,"– «Ой, засиделась, соломенские хлеб пекли там, смотрела, не дадут ли хлеба мне кусочка»."
13326,54971,"В одном доме, там жили только пожилые муж да жена, они продавали молоко."
13327,55717,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13328,56807,"В одном доме, там жили только пожилые муж да жена, они продавали молоко."
13329,58426,"Однажды у нас дочь Валя потерялась, а отец был в поле на копке картофеля."
13330,58447,"Продадут литр – ребенку хватает на два дня."
13331,59053,"Продадут литр – ребенку хватает на два дня."
13332,72546,"Вот как жить приходилось."
13333,72817,"Девочку послали за молоком в Поздниху, так деревня называлась – Поздниха."
13334,73136,"Однажды у нас дочь Валя потерялась, а отец был в поле на копке картофеля."
13335,74641,"Два-три километра ходили мы по берегу реки в деревню, которую называли Шолга."
13336,77318,"Она сидит да сидит и молока не спрашивает, а десять часов вечера, сентябрь, темно."
13337,78548,"Они молоко продавали, не помню, сколько за литр брали."
13338,83463,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13339,83463,"Девочка пошла туда, и только сидит да сидит, сидит да сидит там."
13340,83463,"Мы уже ищем, по берегам реки да озера; не упала ли девочка в воду."
13341,89679,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13342,89763,"Там еще были эвакуированные, соломенские, она сидит у них, там хлеб пекут, она только сидит: не дадут ли хлеба кусочка."
13343,89763,"Там еще были эвакуированные, соломенские, она сидит у них, там хлеб пекут, она только сидит: не дадут ли хлеба кусочка."
13344,89804,"Мы уже ищем, по берегам реки да озера; не упала ли девочка в воду."
13345,89925,"Пока муж не работал счетоводом, так сразу по приезде где достанешь: не продавали никакого молока, даже козьего."
13346,89943,"Продадут литр – ребенку хватает на два дня."
13347,89947,"Мы уже ищем, по берегам реки да озера; не упала ли девочка в воду."
13348,89948,"Однажды у нас дочь Валя потерялась, а отец был в поле на копке картофеля."
13349,89949,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13350,89950,"Однажды у нас дочь Валя потерялась, а отец был в поле на копке картофеля."
13351,89950,"Девочка пошла туда, и только сидит да сидит, сидит да сидит там."
13352,89950,"Мы давай искать, уже сходили в Шолгу, в темноте, в сентябре: «Ой, не приходила к вам девочка?»."
13353,89950,"Мы уже ищем, по берегам реки да озера; не упала ли девочка в воду."
13354,89950,"Если что с девочкой случилось, тогда туда следом сами все уйдете»."
13355,89968,"Он велел сходить в Шолгу."
13356,89968,"Два-три километра ходили мы по берегу реки в деревню, которую называли Шолга."
13357,89968,"Мы давай искать, уже сходили в Шолгу, в темноте, в сентябре: «Ой, не приходила к вам девочка?»."
13358,89982,"Слышим, шлепает кто-то по проселку в темноте, идет по грязи, а мы кричим: «Валя, ты ли это?»."
13359,90202,"А там был председатель, мы и сказали председателю, что для ребенка нам нужно молоко."
13360,90202,"А там был председатель, мы и сказали председателю, что для ребенка нам нужно молоко."
13361,90689,"Ребенку нужно молоко."
13362,90808,"Дома были большие, верхний и нижний этажи, воронцы приделаны низенькие, на них плетенки."
13363,2872,"самолет там белогвардейский или не знаю чей, ну, немецкий, наверно, прилетит, то так стреляют, что в лес сто раз в день бегаешь."
13364,3488,"Когда война началась, дети мои уехали раньше меня из Пряжи."
13365,3488,"Народ на оборонные работы посылали да все."
13366,3488,"При лучине сидим вечерами, варим, пекем, когда дров привезут, да за детьми присматриваем."
13367,3488,"Я опять стала работать в колхозе, немножко поработала, пока не вернулись сыновья и муж да остальные с войны."
13368,3488,"В августе письмо получила, уже видишь ли, отец твой ушел в трудармию."
13369,3488,"Взял пассажиров, дергаешь."
13370,3553,"Мы в Киров поехали, а во время войны в дорогах плохо."
13371,3553,"У нас была швейная машина и чемоданы, может, два или три, немножко хлеба на дорогу да ребенок – Валя маленькая, да Геня маленький."
13372,3553,"Дочь Аня взяла Геню, Шуру, Валю, а я тут осталась с вещами, перед Березовым: на дороге не оставишь вещей без присмотра."
13373,3553,"Я ночь нахожусь на дороге, тракторист чинит трактор да бочки складывает, наконец починил."
13374,3554,"открытые сани такие сделаны были, большие, из досок, длинные."
13375,3555,"В Прякке был штаб или вышка какая-то красноармейская."
13376,3555,"Мы не знаем, куда деться от радости, обрадовались, что Петрозаводск освободили."
13377,3555,"Ну, мы на тракторные сани уселись, расселись там и тронулись."
13378,3555,"А эвакуированным выдали такие талоны, чтобы в столовой обед получить."
13379,3555,"А эвакуированным выдали такие талоны, чтобы в столовой обед получить."
13380,3556,"Мы на этом хлебе и добрались до Кирова."
13381,3557,"Наконец, попали."
13382,3557,"Там немножко пробыли и в декабре я домой в Петрозаводск вернулась с двумя детьми, с младшим сыном и дочерью."
13383,3557,"У нас была швейная машина и чемоданы, может, два или три, немножко хлеба на дорогу да ребенок – Валя маленькая, да Геня маленький."
13384,3557,"Там мы у нее остановились, две ночи провели."
13385,3559,"Наконец, попали."
13386,3559,"я с вещами, у старшей дочери ребенок да у меня трое, еще все подростки."
13387,3559,"У нас была швейная машина и чемоданы, может, два или три, немножко хлеба на дорогу да ребенок – Валя маленькая, да Геня маленький."
13388,13608,"И полдороги не проехали, начали подыматься в гору."
13389,13608,"Трактор что-то начал буксовать, не может подняться в гору – спускается, обратно спускается."
13390,13617,"Нет, такая повозка..."
13391,13617,"А эвакуированным выдали такие талоны, чтобы в столовой обед получить."
13392,14881,"Там немножко пробыли и в декабре я домой в Петрозаводск вернулась с двумя детьми, с младшим сыном и дочерью."
13393,14892,"Я осталась вдвоем со стариком."
13394,14892,"Старик умер, теперь живи, как умеешь."
13395,14936,"Когда война началась, дети мои уехали раньше меня из Пряжи."
13396,14936,"Дети плачут: ""Ой, бомбит очень сильно!"
13397,14936,"А он все твердит: ""Ничего, давай, мужики..."
13398,14936,"Два-три дня не можем на машину попасть."
13399,14936,"Приехали мы в город."
13400,14936,"Тут мы в городе ночь переспали, на баржу нас посадили [с направлением] на Архангельск, поплыли туда к Вытегре."
13401,14936,"я с вещами, у старшей дочери ребенок да у меня трое, еще все подростки."
13402,14936,"Ну, дети в школу ходили."
13403,14936,"Я не поехала бы, так тут осталась бы в Архангельской области, пусть едет дочь, раз далеко ехать, да дети: ""Ой, мама, поедем!"
13404,14936,"Там немножко пробыли и в декабре я домой в Петрозаводск вернулась с двумя детьми, с младшим сыном и дочерью."
13405,14936,"Дети младшие, Валя и Шура, говорят: ""Мама, поехали, иначе мы здесь останемся, так поди знай, куда попадем, ведь могут бомбить, поехали""."
13406,14936,"У нас была швейная машина и чемоданы, может, два или три, немножко хлеба на дорогу да ребенок – Валя маленькая, да Геня маленький."
13407,14936,"Тут были старшая дочь, дети да все."
13408,14936,"Ну, отвели моих детей да ребенка Ани в комнату, где дети находятся, в детскую комнату, а они пошли в столовую."
13409,14936,"Ну, отвели моих детей да ребенка Ани в комнату, где дети находятся, в детскую комнату, а они пошли в столовую."
13410,14936,"Немножко времени проходит, они возвращаются – сумку хлеба принесли: ""Мама, теперь не плачь, ешь вместе с детьми хлеб""."
13411,14950,"пойдем сети запустим""."
13412,14950,"После мой мужик ушел добровольно в трудармию."
13413,15858,"Едва мы живы остались, едва на родину обратно вернулись – горя сколько видели во время войны, даже передать нельзя."
13414,15858,"На родину обратно в Петрозаводск нужно вернуться."
13415,15858,"Мы вышли из саней, успели только сойти, он как дернул раз-другой – господи, как трахнет бочки на землю!"
13416,15858,"Наша швейная машина на землю и поломалась, клеенки у нас облило да все."
13417,15882,"самолет там белогвардейский или не знаю чей, ну, немецкий, наверно, прилетит, то так стреляют, что в лес сто раз в день бегаешь."
13418,15890,"Я ночь нахожусь на дороге, тракторист чинит трактор да бочки складывает, наконец починил."
13419,15890,"Там мы у нее остановились, две ночи провели."
13420,15890,"Во время бомбежки она уехала в Архангельск, отца проведала там на оборонных работах."
13421,15949,"""Пойдем сходим на базар, есть ли хлеба там, можем ли купить""."
13422,15952,"Наконец, попали."
13423,15952,"Давай в машину."
13424,15952,"Нас в машину, в Пряжу привезли на машине."
13425,15952,"Нас в машину, в Пряжу привезли на машине."
13426,15952,"У нас была швейная машина и чемоданы, может, два или три, немножко хлеба на дорогу да ребенок – Валя маленькая, да Геня маленький."
13427,15952,"Наша швейная машина на землю и поломалась, клеенки у нас облило да все."
13428,15952,"Машина с капустой ехала."
13429,15952,"Пробыли мы немножко в Березове – идет машина с капустой."
13430,15952,"Ну, мы сейчас в кузов, кто где на капусту уселись, кто кого держит."
13431,15953,"Ну, потом мы кое-как в поезд забрались да уселись, она говорит: ""Мама, теперь езжай спокойно до места""."
13432,15953,"Мы туда поехали – в жизни первый раз едешь в поезде, поди знай, куда тебя везут."
13433,15957,"Мы вещи собрали все тут, немного и было вещей, на лодке перевезли через озеро."
13434,16004,"(Продолжение)  – А когда получили письмо от Степана?"
13435,16004,"В августе письмо получила, уже видишь ли, отец твой ушел в трудармию."
13436,16148,"Нас отвезли из Няндомы километров пятьдесять или шестьдесят в какую-то..."
13437,16155,"нет, нас выгрузили в Соколе,"
13438,16155,"Когда они вернулись с войны, пришли, с тех пор мы в городе живем."
13439,16155,"Старик умер, теперь живи, как умеешь."
13440,16155,"Хочешь ли ты жить или в тюрьму хочешь попасть?"
13441,16157,"Аня приезжала в Пряжу, чтобы забрать их."
13442,16157,"А бабы говорят; ""Ой, ой, ой, еще ли нас увезут или нет..."""
13443,16157,"Соседка рядом говорит: ""Если красноармейцы ощетинятся, то Пряжу не возьмут [финны], ничего не сделают""."
13444,16157,"– Куда?"
13445,16157,"– Куда?"
13446,16157,Поехали.
13447,16157,"Уходя муж наказал: ""Дочь, если ты поедешь куда, так не оставь моей семьи, возьми с собой""."
13448,16157,"У нас одежду украли, кое-что мы продали, кое-что обменяли."
13449,16157,"Ну, не возьмешь ведь всего."
13450,16157,"Дочь Аня взяла Геню, Шуру, Валю, а я тут осталась с вещами, перед Березовым: на дороге не оставишь вещей без присмотра."
13451,16157,"""С вещами не возьму"", – [говорит шофер]."
13452,16157,"""Давайте попросим, чтобы взяли нас, ибо тракторист не берет на бочки""."
13453,16157,"Если разрешат и выдадут документы, тогда возьмешь с собой и семью""."
13454,16157,"– ""Да где, мол, вы взяли, не украли ли?"""
13455,20371,"Приехали мы в город."
13456,20371,"Уходя муж наказал: ""Дочь, если ты поедешь куда, так не оставь моей семьи, возьми с собой""."
13457,20371,"Четверо, пятеро из моей семьи в армии, всех жалко."
13458,20371,"Раз отец наказывал, не оставь, мол, мою семью, так я должна взять""."
13459,20371,"Если разрешат и выдадут документы, тогда возьмешь с собой и семью""."
13460,23878,"Там немножко пробыли и в декабре я домой в Петрозаводск вернулась с двумя детьми, с младшим сыном и дочерью."
13461,23878,"Я опять стала работать в колхозе, немножко поработала, пока не вернулись сыновья и муж да остальные с войны."
13462,23945,"У нас была швейная машина и чемоданы, может, два или три, немножко хлеба на дорогу да ребенок – Валя маленькая, да Геня маленький."
13463,23945,"У нас была швейная машина и чемоданы, может, два или три, немножко хлеба на дорогу да ребенок – Валя маленькая, да Геня маленький."
13464,24864,"Нас посадил тракторист, едем, радостные: сейчас, мол, в Няндому попадем."
13465,24935,"Я не поехала бы, так тут осталась бы в Архангельской области, пусть едет дочь, раз далеко ехать, да дети: ""Ой, мама, поедем!"
13466,24935,"Из колхоза дали лошадь, чтобы в Няндому отвезти вещи, а у нас есть еще..."
13467,24935,"Из колхоза дали лошадь, чтобы в Няндому отвезти вещи, а у нас есть еще..."
13468,24935,"Приехали мы в Няндому, а нам не выдают документов на [выезд в Киров]."
13469,24935,"Не дают Ане документов, райком-то дает Ане документы, а меня не отпускают; говорят, что мы – другая семья."
13470,24935,"Не дают Ане документов, райком-то дает Ане документы, а меня не отпускают; говорят, что мы – другая семья."
13471,24935,"Она в Архангельск приехала, ей разрешение дали на выезд семьи."
13472,24935,"А эвакуированным выдали такие талоны, чтобы в столовой обед получить."
13473,24935,"– ""Не украли, мама, так достали, теперь пойдем за обедом, суп да все дают""."
13474,25052,"""Пойдем сходим на базар, есть ли хлеба там, можем ли купить""."
13475,32634,"На тракторе, бочки были на трактор нагружены."
13476,32634,"Там бочки были."
13477,32634,"Мы вышли из саней, успели только сойти, он как дернул раз-другой – господи, как трахнет бочки на землю!"
13478,32634,"Мы вышли из саней, успели только сойти, он как дернул раз-другой – господи, как трахнет бочки на землю!"
13479,32634,"""Давайте попросим, чтобы взяли нас, ибо тракторист не берет на бочки""."
13480,33374,"Когда война началась, дети мои уехали раньше меня из Пряжи."
13481,33374,"Потом зятя ранило на войне, он сообщил, что приедет в Архангельскую область."
13482,33374,"Мы в Киров поехали, а во время войны в дорогах плохо."
13483,33374,"Едва мы живы остались, едва на родину обратно вернулись – горя сколько видели во время войны, даже передать нельзя."
13484,33374,"Я опять стала работать в колхозе, немножко поработала, пока не вернулись сыновья и муж да остальные с войны."
13485,33374,"Я опять стала работать в колхозе, немножко поработала, пока не вернулись сыновья и муж да остальные с войны."
13486,33477,"самолет там белогвардейский или не знаю чей, ну, немецкий, наверно, прилетит, то так стреляют, что в лес сто раз в день бегаешь."
13487,33481,"открытые сани такие сделаны были, большие, из досок, длинные."
13488,33485,"Тут мы в городе ночь переспали, на баржу нас посадили [с направлением] на Архангельск, поплыли туда к Вытегре."
13489,33485,"я с вещами, у старшей дочери ребенок да у меня трое, еще все подростки."
13490,33485,"В трудармию он ушел, мы остались тут в Архангельской области, дочь работала учительницей."
13491,33485,"Дочь моя ответила: ""Не приезжай, мы приедем в Киров."
13492,33485,"Уходя муж наказал: ""Дочь, если ты поедешь куда, так не оставь моей семьи, возьми с собой""."
13493,33485,"Там немножко пробыли и в декабре я домой в Петрозаводск вернулась с двумя детьми, с младшим сыном и дочерью."
13494,33485,"Дочь Аня взяла Геню, Шуру, Валю, а я тут осталась с вещами, перед Березовым: на дороге не оставишь вещей без присмотра."
13495,33485,"Тут были старшая дочь, дети да все."
13496,33485,"Дочь держит ребенка на руках, другого придерживает рукой, чтобы не выбросило, подол в зубах, едем."
13497,34410,"Аня приезжала в Пряжу, чтобы забрать их."
13498,34410,"самолет там белогвардейский или не знаю чей, ну, немецкий, наверно, прилетит, то так стреляют, что в лес сто раз в день бегаешь."
13499,34410,"А у нас детей нет [дома]."
13500,34410,"– Корову куда дели?"
13501,34410,"Моя старшая дочь Аня из города с детьми еще не уехала."
13502,34410,"В Няндому мы приехали, из Няндомы нас кого куда."
13503,34410,"Дочь моя ответила: ""Не приезжай, мы приедем в Киров."
13504,34410,"Дочь моя ответила: ""Не приезжай, мы приедем в Киров."
13505,34410,"Я не поехала бы, так тут осталась бы в Архангельской области, пусть едет дочь, раз далеко ехать, да дети: ""Ой, мама, поедем!"
13506,34410,"Едва мы живы остались, едва на родину обратно вернулись – горя сколько видели во время войны, даже передать нельзя."
13507,34410,"Там немножко пробыли и в декабре я домой в Петрозаводск вернулась с двумя детьми, с младшим сыном и дочерью."
13508,34410,"Приехали в Петрозаводск, [нам говорят]: ""По местам работы, кто где работал, туда и отправим""."
13509,34410,"Когда они вернулись с войны, пришли, с тех пор мы в городе живем."
13510,34410,"Лошадь подали, но никто не поехал дальше."
13511,34410,"Потом мы в Березово туда полпути проехали."
13512,34816,"Едва мы живы остались, едва на родину обратно вернулись – горя сколько видели во время войны, даже передать нельзя."
13513,34843,"Там жила жена брата мужа Ани."
13514,34899,"Потом зятя ранило на войне, он сообщил, что приедет в Архангельскую область."
13515,35042,"У меня корова, сено заготовляем, ходим косить."
13516,35042,"Корову не взяли с собой, сдали ее и документов не могли взять."
13517,35042,"– Куда?"
13518,35113,"Из колхоза дали лошадь, чтобы в Няндому отвезти вещи, а у нас есть еще..."
13519,35113,"Ну, мы через озеро туда переправились, приехали, лошадь ждем."
13520,35113,"Лошадь подали, но никто не поехал дальше."
13521,35125,"Народ на оборонные работы посылали да все."
13522,35125,"– ""Не нужны сапоги, никуда не поедем, не выгонят нас""."
13523,42301,"А дождь, холод..."
13524,43686,"Мы вещи собрали все тут, немного и было вещей, на лодке перевезли через озеро."
13525,43686,"Ну, мы через озеро туда переправились, приехали, лошадь ждем."
13526,44834,"Однажды приходят к нам и говорят: ""Эвакуироваться надо, два часа для сборов, чтобы уехать!"""
13527,45464,"А бабы говорят; ""Ой, ой, ой, еще ли нас увезут или нет..."""
13528,47058,"Соседка рядом говорит: ""Если красноармейцы ощетинятся, то Пряжу не возьмут [финны], ничего не сделают""."
13529,47446,"А мы только сидим на судне, на судне сидим, ну, в баржах."
13530,47551,"Уходя муж наказал: ""Дочь, если ты поедешь куда, так не оставь моей семьи, возьми с собой""."
13531,47551,"– ""Поехали, я вас не оставлю."
13532,47551,"Раз отец наказывал, не оставь, мол, мою семью, так я должна взять""."
13533,47551,"Дочь Аня взяла Геню, Шуру, Валю, а я тут осталась с вещами, перед Березовым: на дороге не оставишь вещей без присмотра."
13534,47744,"""Если сможете усидеть, то поехали"", – отвечают."
13535,47821,"Раз отец наказывал, не оставь, мол, мою семью, так я должна взять""."
13536,47839,"""Ну я все равно не останусь здесь, раз еду к мужу, тут уж ничего..."""
13537,48458,"Мы вышли из саней, успели только сойти, он как дернул раз-другой – господи, как трахнет бочки на землю!"
13538,48459,"Мы вышли из саней, успели только сойти, он как дернул раз-другой – господи, как трахнет бочки на землю!"
13539,48920,"Мы терпели там, терпели, да горевали, вдруг – Петрозаводск освобожден."
13540,48920,"Мы терпели там, терпели, да горевали, вдруг – Петрозаводск освобожден."
13541,49325,"Плывем, восемнадцать дней плыли до места..."
13542,49764,"А эвакуированным выдали такие талоны, чтобы в столовой обед получить."
13543,49794,"При лучине сидим вечерами, варим, пекем, когда дров привезут, да за детьми присматриваем."
13544,49831,"А дождь, холод..."
13545,50369,"Да в чемоданах немножко одежды было, больше ничего."
13546,50592,"Дочь держит ребенка на руках, другого придерживает рукой, чтобы не выбросило, подол в зубах, едем."
13547,51169,"Старик умер, теперь живи, как умеешь."
13548,51374,"Дети плачут: ""Ой, бомбит очень сильно!"
13549,51374,"Немножко времени проходит, они возвращаются – сумку хлеба принесли: ""Мама, теперь не плачь, ешь вместе с детьми хлеб""."
13550,51684,"Мне тяжело на душе, я и говорю мужу: ""Ой, Павши, весь народ шьет себе сапоги да все, так сошьем и мы сапоги""."
